STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-01-25,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-01-26,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-01-27,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-01-28,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-01-29,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-01-30,,,0.07,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-01-31,,,0.03,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-01,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-02,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-03,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-04,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-05,,,0.0,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-06,,,0.02,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-07,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-08,,,0.02,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-09,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-10,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-12,,,0.16,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-13,,,0.0,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-14,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-15,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-16,,,0.0,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-17,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-18,,,0.02,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-19,,,0.41,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-20,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-21,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-22,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-23,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-24,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-25,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-26,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-27,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-02-28,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-01,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-02,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-03,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-04,,,0.04,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-05,,,0.05,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-06,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-07,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-08,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-09,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-10,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-11,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-12,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-13,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-14,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-15,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-16,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-17,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-18,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-19,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-20,,,0.02,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-21,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-22,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-23,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-24,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-25,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-26,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-27,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-28,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-29,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-30,,,0.19,,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-03-31,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-04-01,,,0.0,0.0,
US1KSSG0184,"WICHITA 5.9 NNW, KS US",2025-04-02,,,0.43,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-01,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-02,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-03,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-04,,,0.0,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-05,,,0.6,0.5,0.5
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-06,,,0.17,2.5,3.8
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-07,,,0.0,0.0,3.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-08,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-09,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-10,,,0.34,6.5,9.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-11,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-12,,,0.0,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-13,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-14,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-15,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-16,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-17,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-18,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-19,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-20,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-21,,,0.03,1.2,1.2
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-22,,,0.0,0.0,1.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-23,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-24,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-25,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-26,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-27,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-28,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-29,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-30,,,0.14,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-01-31,,,0.01,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-01,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-02,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-03,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-04,,,0.0,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-05,,,0.0,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-06,,,0.02,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-07,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-08,,,0.0,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-09,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-10,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-11,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-12,,,0.1,2.0,2.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-13,,,0.0,0.0,1.5
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-14,,,0.0,0.0,1.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-15,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-16,,,0.0,0.0,0.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-17,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-18,,,0.02,0.5,0.5
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-19,,,0.16,5.5,6.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-20,,,0.0,0.0,4.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-21,,,0.0,0.0,3.0
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-22,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-23,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-24,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-25,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-26,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-27,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-02-28,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-01,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-02,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-03,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-04,,,0.04,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-05,,,0.0,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-06,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-07,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-08,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-09,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-10,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-11,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-12,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-13,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-14,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-15,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-16,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-17,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-18,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-19,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-20,,,0.01,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-21,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-22,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-23,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-24,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-25,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-26,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-27,,,0.0,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-28,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-29,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-30,,,0.2,,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-03-31,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-04-01,,,0.0,0.0,
US1KSSG0020,"WICHITA 8.0 W, KS US",2025-04-02,,,0.15,,
US1KSSG0141,"WICHITA 5.0 W, KS US",2025-03-04,,,0.05,,
US1KSSG0141,"WICHITA 5.0 W, KS US",2025-03-30,,,0.25,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-01,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-02,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-03,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-04,,,0.0,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-05,,,0.75,,0.7
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-06,,,,6.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-07,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-08,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-09,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-10,,,,6.3,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-11,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-12,,,0.0,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-13,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-14,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-15,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-16,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-17,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-18,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-19,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-20,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-21,,,0.0,0.5,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-22,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-23,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-24,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-25,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-26,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-28,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-29,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-30,,,0.17,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-01-31,,,0.02,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-01,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-02,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-03,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-04,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-05,,,0.0,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-06,,,0.03,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-07,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-08,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-09,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-10,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-11,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-12,,,,1.5,1.5
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-13,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-14,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-15,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-16,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-17,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-18,,,0.0,0.7,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-19,,,,4.0,5.0
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-20,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-21,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-22,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-23,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-24,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-25,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-26,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-27,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-02-28,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-01,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-02,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-03,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-04,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-05,,,0.0,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-06,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-07,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-08,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-09,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-10,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-11,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-12,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-13,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-14,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-15,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-16,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-17,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-18,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-19,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-20,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-21,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-22,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-23,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-24,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-25,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-26,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-27,,,0.0,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-28,,,0.0,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-29,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-30,,,0.23,,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-03-31,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-04-01,,,0.0,0.0,
US1KSSG0036,"WICHITA 7.8 WNW, KS US",2025-04-02,,,0.27,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-01,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-02,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-03,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-04,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-06,2.0,0.72,,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-09,3.0,,,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-10,,,0.46,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-12,,,0.0,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-13,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-14,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-15,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-16,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-17,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-18,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-19,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-20,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-21,,,0.01,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-23,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-24,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-25,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-26,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-27,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-28,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-29,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-30,,,0.09,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-01-31,,,0.0,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-01,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-02,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-03,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-04,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-05,,,0.0,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-06,,,0.0,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-07,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-08,,,0.0,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-09,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-10,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-11,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-12,,,0.14,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-13,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-14,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-15,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-16,,,0.0,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-17,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-19,2.0,0.23,,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-20,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-21,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-22,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-23,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-24,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-25,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-26,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-27,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-02-28,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-03-01,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-03-02,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-03-03,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-03-04,,,0.0,0.0,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-03-05,,,0.02,,
US1KSSG0179,"WICHITA 3.2 SE, KS US",2025-03-06,,,0.0,0.0,
